typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
83223,4726,Phantom Rose Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26161,None,0
83224,4726,Blood of Pator Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26162,None,0
83225,4726,Uncompromising Scarlet Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26163,None,0
83226,4726,Exoplanet Sunrise Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26164,None,0
83227,4726,Strawberry Fedo Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26165,None,0
83228,4726,Polar Glaze Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26166,None,0
83229,4726,Asaya Midnight Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26167,None,0
83230,4726,Citric Substitute Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26168,None,0
83231,4726,Lilac Star Dust Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26169,None,0
83232,4726,Oceanic Serpent Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26170,None,0
83233,4726,Azure Skies Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26171,None,0
83234,4726,Zakura Cherry Pink Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26172,None,0
83235,4726,Suppressed Lavender Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26173,None,0
83236,4726,Dark Abyss Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26174,None,0
83237,4726,Electric Dreams Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26175,None,0
83238,4726,Deep Void Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26176,None,0
83239,4726,Sacred Stone Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26177,None,0
83240,4726,Stellar White Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26178,None,0
83241,4726,Callie After Dark Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26179,None,0
83242,4726,Sani Crimson Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26180,None,0
83243,4726,Boosted Mint Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26181,None,0
83244,4726,Gelidus Aqua Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26182,None,0
83245,4726,Planetfall Green Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26183,None,0
83246,4726,Industrial Lux Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26070,None,0
83247,4726,Emerald Boulevard Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26071,None,0
83248,4726,Argon Heat Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26072,None,0
83249,4726,Elder's Bone Satin - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3654,26073,None,0
